what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.ui.presentations.r21,3.2.100.I20080512-2000,org.eclipse.ui.presentations.r21,1233414152544
stopped,bundle,org.eclipse.gef,3.4.1.v20080716,org.eclipse.gef,1233414152544
stopped,bundle,org.eclipse.ui.views,3.3.0.I20080509-2000,org.eclipse.ui.views,1233414152544
stopped,bundle,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.workbench.texteditor,1233414152544
